environment_rank,environment_key,parent_key,depth,observations,winners,hit_rate_percent,parent_observations,parent_adjusted_hit_rate_percent,adjusted_hit_rate_percent,lift_vs_root_pp,lift_vs_parent_pp,can_grow,environment,conditions_json,historical_row_count,ranking_score_percent,evidence_factor
1312,score_gap_bucket=15–20 AND spike_score_bucket=300–325,score_gap_bucket=15–20,2,2,0,0.0,25,44.127,40.1155,0.8297,-4.0115,False,ScoreGap = 15–20 -> SpikeScore = 300–325,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""15–20""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""300–325""}]",2,39.424,0.1667
1313,red_warning=false AND spike_gap_bucket=20–30 AND value_count_bucket=2,red_warning=false AND value_count_bucket=2,3,2,0,0.0,19,44.3354,40.113,0.8273,-4.2224,False,Röd varning = Nej -> SpikeGap = 20–30 -> Antal value = 2,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""20–30""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""2""}]",2,39.4236,0.1667
1314,race_type=Öppet lopp AND score_gap_bucket=20+ AND spike_score_bucket=300–325,score_gap_bucket=20+ AND spike_score_bucket=300–325,3,3,1,33.3333,5,43.7983,39.8739,0.5882,-3.9244,False,Lopptyp = Öppet lopp -> ScoreGap = 20+ -> SpikeScore = 300–325,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""300–325""}]",3,39.4214,0.2308
1315,score_gap_bucket=20+ AND spike_gap_bucket=10–20 AND spread_bucket=60–70,score_gap_bucket=20+ AND spike_gap_bucket=10–20,3,1,0,0.0,17,43.107,40.7122,1.4265,-2.3948,False,ScoreGap = 20+ -> SpikeGap = 10–20 -> Spread = 60–70,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""10–20""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""60–70""}]",1,39.4154,0.0909
1316,score_gap_bucket=10–15 AND spike_score_bucket=325–350,spike_score_bucket=325–350,2,7,2,28.5714,58,43.4066,39.5604,0.2747,-3.8462,True,ScoreGap = 10–15 -> SpikeScore = 325–350,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""10–15""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""}]",7,39.3988,0.4118
1317,spike_score_bucket=350–375 AND yellow_warning=true,spike_score_bucket=350–375,2,43,16,37.2093,77,44.1826,39.423,0.1373,-4.7596,True,SpikeScore = 350–375 -> Gul varning = Ja,"[{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",43,39.3971,0.8113
1318,spike_gap_bucket=0–10 AND spike_score_bucket=300–325 AND yellow_warning=true,spike_gap_bucket=0–10 AND yellow_warning=true,3,2,0,0.0,26,43.9318,39.938,0.6523,-3.9938,False,SpikeGap = 0–10 -> SpikeScore = 300–325 -> Gul varning = Ja,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""300–325""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",2,39.3944,0.1667
1319,race_type=Öppet lopp AND score_gap_bucket=20+ AND value_count_bucket=1,score_gap_bucket=20+ AND value_count_bucket=1,3,16,6,37.5,36,40.9814,39.4341,0.1484,-1.5473,True,Lopptyp = Öppet lopp -> ScoreGap = 20+ -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",16,39.377,0.6154
1320,race_type=Öppet lopp AND score_gap_bucket=10–15 AND value_count_bucket=0,score_gap_bucket=10–15 AND value_count_bucket=0,3,11,4,36.3636,14,41.8828,39.4544,0.1687,-2.4284,True,Lopptyp = Öppet lopp -> ScoreGap = 10–15 -> Antal value = 0,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""10–15""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""0""}]",11,39.3741,0.5238
1321,score_gap_bucket=10–15 AND spike_gap_bucket=40+ AND spike_score_bucket=375–400,score_gap_bucket=10–15 AND spike_gap_bucket=40+,3,1,0,0.0,10,44.2295,40.2086,0.9229,-4.0209,False,ScoreGap = 10–15 -> SpikeGap = 40+ -> SpikeScore = 375–400,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""10–15""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""}]",1,39.3696,0.0909
1322,score_gap_bucket=10–15 AND spike_gap_bucket=40+ AND spike_score_bucket=<300,score_gap_bucket=10–15 AND spike_gap_bucket=40+,3,1,0,0.0,10,44.2295,40.2086,0.9229,-4.0209,False,ScoreGap = 10–15 -> SpikeGap = 40+ -> SpikeScore = <300,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""10–15""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""<300""}]",1,39.3696,0.0909
1323,race_type=Öppet lopp AND red_warning=false AND score_gap_bucket=10–15 AND spike_score_bucket=350–375 AND value_count_bucket=1,race_type=Öppet lopp AND red_warning=false AND spike_score_bucket=350–375 AND value_count_bucket=1,5,1,0,0.0,8,45.1669,40.1484,0.8626,-5.0185,False,Lopptyp = Öppet lopp -> Röd varning = Nej -> ScoreGap = 10–15 -> SpikeScore = 350–375 -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""10–15""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",1,39.3641,0.0909
1324,spike_gap_bucket=10–20 AND spike_score_bucket=350–375 AND spread_bucket=<60,spike_score_bucket=350–375 AND spread_bucket=<60,3,6,2,33.3333,28,41.3261,39.4816,0.1959,-1.8445,True,SpikeGap = 10–20 -> SpikeScore = 350–375 -> Spread = <60,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""10–20""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""<60""}]",6,39.3592,0.375
1325,race_type=Topp 5-profil AND red_warning=true AND spike_score_bucket=350–375,race_type=Topp 5-profil AND spike_score_bucket=350–375,3,3,1,33.3333,5,43.3461,39.5913,0.3056,-3.7548,False,Lopptyp = Topp 5-profil -> Röd varning = Ja -> SpikeScore = 350–375,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Topp 5-profil""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":true},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""}]",3,39.3562,0.2308
1326,race_type=Öppet lopp AND spike_score_bucket=350–375 AND value_count_bucket=1,race_type=Öppet lopp AND spike_score_bucket=350–375,3,12,4,33.3333,40,43.0609,39.4131,0.1273,-3.6478,True,Lopptyp = Öppet lopp -> SpikeScore = 350–375 -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",12,39.3552,0.5455
1327,race_type=Öppet lopp AND spike_score_bucket=400+,spike_score_bucket=400+,2,12,4,33.3333,19,43.2234,39.395,0.1093,-3.8284,True,Lopptyp = Öppet lopp -> SpikeScore = 400+,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""400+""}]",12,39.3453,0.5455
1328,race_type=Öppet lopp AND spike_gap_bucket=0–10 AND spread_bucket=70–80,race_type=Öppet lopp AND spread_bucket=70–80,3,5,1,20.0,15,45.9219,39.4414,0.1557,-6.4805,True,Lopptyp = Öppet lopp -> SpikeGap = 0–10 -> Spread = 70–80,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""}]",5,39.3376,0.3333
1329,race_type=Topp 5-profil AND score_gap_bucket=10–15 AND spike_score_bucket=350–375,score_gap_bucket=10–15 AND spike_score_bucket=350–375,3,1,0,0.0,9,44.2639,39.8375,0.5518,-4.4264,False,Lopptyp = Topp 5-profil -> ScoreGap = 10–15 -> SpikeScore = 350–375,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Topp 5-profil""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""10–15""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""}]",1,39.3359,0.0909
1330,race_type=Öppet lopp AND score_gap_bucket=20+ AND spike_score_bucket=350–375 AND spread_bucket=<60 AND value_count_bucket=1,race_type=Öppet lopp AND score_gap_bucket=20+ AND spike_score_bucket=350–375 AND value_count_bucket=1,5,1,0,0.0,5,47.7953,39.8294,0.5437,-7.9659,False,Lopptyp = Öppet lopp -> ScoreGap = 20+ -> SpikeScore = 350–375 -> Spread = <60 -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""<60""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",1,39.3351,0.0909
1331,red_warning=false AND score_gap_bucket=10–15 AND spike_gap_bucket=40+ AND spike_score_bucket=350–375 AND yellow_warning=true,red_warning=false AND spike_gap_bucket=40+ AND spike_score_bucket=350–375 AND yellow_warning=true,5,3,1,33.3333,8,41.8106,39.4986,0.2129,-2.312,False,Röd varning = Nej -> ScoreGap = 10–15 -> SpikeGap = 40+ -> SpikeScore = 350–375 -> Gul varning = Ja,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""10–15""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",3,39.3348,0.2308
1332,spike_gap_bucket=10–20 AND spread_bucket=80+ AND yellow_warning=false,spread_bucket=80+ AND yellow_warning=false,3,7,2,28.5714,49,43.173,39.3874,0.1017,-3.7856,True,SpikeGap = 10–20 -> Spread = 80+ -> Gul varning = Nej,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""10–20""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",7,39.3276,0.4118
1333,spike_gap_bucket=20–30 AND spike_score_bucket=300–325 AND value_count_bucket=0,spike_gap_bucket=20–30 AND value_count_bucket=0,3,3,1,33.3333,15,40.6862,39.4607,0.175,-1.2255,False,SpikeGap = 20–30 -> SpikeScore = 300–325 -> Antal value = 0,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""20–30""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""300–325""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""0""}]",3,39.3261,0.2308
1334,spike_gap_bucket=40+ AND spike_score_bucket=375–400,spike_gap_bucket=40+,2,29,10,34.4828,107,46.3442,39.3242,0.0384,-7.02,True,SpikeGap = 40+ -> SpikeScore = 375–400,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""}]",29,39.3143,0.7436
1335,red_warning=true AND spike_gap_bucket=0–10 AND spread_bucket=<60,spike_gap_bucket=0–10 AND spread_bucket=<60,3,7,2,28.5714,14,44.7312,39.3446,0.0589,-5.3866,True,Röd varning = Ja -> SpikeGap = 0–10 -> Spread = <60,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":true},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""<60""}]",7,39.31,0.4118
1336,score_gap_bucket=20+ AND spike_gap_bucket=20–30 AND spike_score_bucket=<300,score_gap_bucket=20+ AND spike_gap_bucket=20–30,3,2,0,0.0,16,44.3044,39.3817,0.096,-4.9227,False,ScoreGap = 20+ -> SpikeGap = 20–30 -> SpikeScore = <300,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""20–30""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""<300""}]",2,39.3017,0.1667
1337,spike_gap_bucket=40+ AND spread_bucket=60–70 AND yellow_warning=true,spike_gap_bucket=40+ AND spread_bucket=60–70,3,6,2,33.3333,8,43.8173,39.3242,0.0385,-4.4931,True,SpikeGap = 40+ -> Spread = 60–70 -> Gul varning = Ja,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""60–70""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",6,39.3001,0.375
1338,race_type=3-hästarslopp AND spike_score_bucket=375–400 AND value_count_bucket=1,race_type=3-hästarslopp AND value_count_bucket=1,3,7,2,28.5714,28,43.0443,39.2921,0.0064,-3.7522,True,Lopptyp = 3-hästarslopp -> SpikeScore = 375–400 -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",7,39.2883,0.4118
1339,score_gap_bucket=0–5 AND spike_gap_bucket=40+ AND value_count_bucket=2,spike_gap_bucket=40+ AND value_count_bucket=2,3,2,0,0.0,14,44.9084,39.2948,0.0091,-5.6136,False,ScoreGap = 0–5 -> SpikeGap = 40+ -> Antal value = 2,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""0–5""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""2""}]",2,39.2872,0.1667
1340,score_gap_bucket=5–10 AND spike_gap_bucket=40+ AND value_count_bucket=2,spike_gap_bucket=40+ AND value_count_bucket=2,3,2,0,0.0,14,44.9084,39.2948,0.0091,-5.6136,False,ScoreGap = 5–10 -> SpikeGap = 40+ -> Antal value = 2,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""5–10""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""2""}]",2,39.2872,0.1667
1341,race_type=3-hästarslopp AND spike_gap_bucket=30–40 AND spike_score_bucket=<300,race_type=3-hästarslopp AND spike_gap_bucket=30–40,3,1,0,0.0,9,43.6595,39.2935,0.0078,-4.366,False,Lopptyp = 3-hästarslopp -> SpikeGap = 30–40 -> SpikeScore = <300,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""30–40""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""<300""}]",1,39.2864,0.0909
1342,race_type=Öppet lopp AND spike_score_bucket=375–400 AND spread_bucket=80+,race_type=Öppet lopp AND spread_bucket=80+,3,16,6,37.5,36,40.6953,39.2752,-0.0105,-1.4201,False,Lopptyp = Öppet lopp -> SpikeScore = 375–400 -> Spread = 80+,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",16,39.2792,0.6154
1343,red_warning=false AND spike_gap_bucket=10–20 AND value_count_bucket=2,red_warning=false AND value_count_bucket=2,3,5,1,20.0,19,44.3354,39.2655,-0.0202,-5.0699,False,Röd varning = Nej -> SpikeGap = 10–20 -> Antal value = 2,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""10–20""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""2""}]",5,39.279,0.3333
1344,race_type=Öppet lopp AND spike_gap_bucket=0–10 AND yellow_warning=false,race_type=Öppet lopp AND spike_gap_bucket=0–10,3,11,4,36.3636,27,40.8694,39.2706,-0.0151,-1.5988,False,Lopptyp = Öppet lopp -> SpikeGap = 0–10 -> Gul varning = Nej,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",11,39.2778,0.5238
1345,spike_gap_bucket=0–10 AND spike_score_bucket=<300,spike_gap_bucket=0–10,2,6,2,33.3333,43,41.0431,39.2639,-0.0218,-1.7792,False,SpikeGap = 0–10 -> SpikeScore = <300,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""<300""}]",6,39.2775,0.375
1346,race_type=Öppet lopp AND red_warning=false AND score_gap_bucket=10–15 AND spike_score_bucket=350–375 AND yellow_warning=true,race_type=Öppet lopp AND red_warning=false AND spike_score_bucket=350–375 AND yellow_warning=true,5,2,0,0.0,12,45.771,39.2323,-0.0534,-6.5387,False,Lopptyp = Öppet lopp -> Röd varning = Nej -> ScoreGap = 10–15 -> SpikeScore = 350–375 -> Gul varning = Ja,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""10–15""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",2,39.2768,0.1667
1347,spike_gap_bucket=20–30 AND spike_score_bucket=350–375 AND yellow_warning=true,spike_gap_bucket=20–30 AND spike_score_bucket=350–375,3,6,2,33.3333,10,42.7884,39.2428,-0.043,-3.5457,False,SpikeGap = 20–30 -> SpikeScore = 350–375 -> Gul varning = Ja,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""20–30""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",6,39.2696,0.375
1348,spike_gap_bucket=40+ AND spike_score_bucket=<300 AND value_count_bucket=1,spike_gap_bucket=40+ AND value_count_bucket=1,3,2,0,0.0,34,43.0904,39.1731,-0.1126,-3.9173,False,SpikeGap = 40+ -> SpikeScore = <300 -> Antal value = 1,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""<300""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",2,39.2669,0.1667
